int_1,int_2,int_3,int_4,int_5,int_6,int_7,int_8,int_9,int_10,int_11,int_12,int_13,int_14,int_15,int_16,label
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.999077,0.000923361,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.999081,0.000919118,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.999083,0.00091659,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.998175,0.00182482,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.00181818,0.998182,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.998183,0.00181653,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.000902527,0.997292,0.00180505,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.00180018,0.9955,0.00270027,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.00447628,0.992838,0.00268577,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.00448029,0.993728,0.00179211,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.0012837,0.996149,0.00256739,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.996159,0.00384123,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.997452,0.00254777,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.00126103,0.998739,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.00125156,0.998748,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.00248756,0.997512,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.998758,0.00124224,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.998756,0.00124378,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.998764,0.00123609,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.00123916,0.996283,0.00247831,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.995043,0.00495663,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.997534,0.00246609,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.00124224,0.997516,0.00124224,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.00124533,0.997509,0.00124533,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.998753,0.00124688,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.00125628,0.996231,0.00251256,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.996212,0.00378788,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.996226,0.00377358,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.998736,0.00126422,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.00127065,0.996188,0.0025413,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.997446,0.00255428,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.997429,0.00257069,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.99871,0.00129032,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.998703,0.00129702,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.998701,0.0012987,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,0.998701,0.0012987,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.386056,0.606843,0.00710136,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.385806,0.607097,0.00709677,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000645161,0.385806,0.605806,0.00774194,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00064433,0.385954,0.60567,0.00773196,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000645995,0.385013,0.606589,0.00775194,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000644745,0.386847,0.605416,0.0070922,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.386202,0.606705,0.0070922,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000645161,0.385161,0.607097,0.00709677,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.386202,0.606061,0.00773694,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00128866,0.384665,0.606314,0.00773196,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000641026,0.385256,0.605769,0.00833333,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00192061,0.382202,0.607554,0.00832266,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000640615,0.383088,0.607944,0.00832799,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00127959,0.382598,0.607166,0.00895713,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00192678,0.382787,0.606936,0.00834939,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.384813,0.606178,0.00900901,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.385061,0.60528,0.00965873,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000643501,0.382883,0.606821,0.00965251,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.384961,0.605398,0.0096401,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000641026,0.382692,0.608333,0.00833333,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00192431,0.381013,0.609365,0.00769724,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.383728,0.608584,0.00768738,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00128287,0.381655,0.609365,0.00769724,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000641849,0.381258,0.610398,0.00770218,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00192555,0.379332,0.609756,0.00898588,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00192926,0.379421,0.611576,0.00707395,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00192802,0.37982,0.61054,0.00771208,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00128205,0.377564,0.612179,0.00897436,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000641437,0.379731,0.611931,0.00769724,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00128452,0.379576,0.611432,0.00770713,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000639386,0.378517,0.613811,0.00703325,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000639386,0.377877,0.61509,0.00639386,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000639386,0.376598,0.615729,0.00703325,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00128041,0.3758,0.615877,0.00704225,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000643087,0.376849,0.614791,0.00771704,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00192926,0.375563,0.614791,0.00771704,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00192678,0.375723,0.614644,0.00770713,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.001287,0.377091,0.6139,0.00772201,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000647249,0.380583,0.610356,0.00841424,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00129366,0.378396,0.611255,0.00905563,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00193798,0.377261,0.611757,0.00904393,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000646412,0.378798,0.611506,0.00904977,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00130039,0.378414,0.611183,0.00910273,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000649773,0.378817,0.611436,0.00909682,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00195312,0.377604,0.610677,0.00976562,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000652742,0.380548,0.609661,0.00913838,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000651466,0.379805,0.609772,0.00977199,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000652316,0.3803,0.609915,0.00913242,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.37931,0.61093,0.00975927,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.378571,0.611688,0.00974026,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000651042,0.379557,0.610026,0.00976562,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.37866,0.611581,0.00975927,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.37573,0.613887,0.0103829,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.377505,0.612153,0.0103426,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000645995,0.375323,0.613695,0.0103359,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000644745,0.375887,0.613798,0.00967118,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000643915,0.375402,0.614295,0.00965873,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000644745,0.376531,0.612508,0.0103159,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.373952,0.615732,0.0103159,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00128783,0.372183,0.616871,0.00965873,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000642261,0.372511,0.617213,0.00963391,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000642674,0.371465,0.618252,0.0096401,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00128617,0.371061,0.61865,0.00900322,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00064433,0.371778,0.617912,0.00966495,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000641437,0.37075,0.618987,0.00962155,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.371795,0.61859,0.00961538,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.371557,0.618834,0.00960922,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000641026,0.371154,0.619231,0.00897436,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.370441,0.620601,0.00895713,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000640615,0.368354,0.622037,0.00896861,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.207031,0.792969,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000650618,0.206897,0.792453,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.209197,0.790803,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.208414,0.791586,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.207254,0.792746,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.208253,0.791747,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.206585,0.793415,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.20683,0.792526,0.00064433,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.207474,0.792526,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.209377,0.790623,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.208226,0.791774,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.20745,0.79255,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.208707,0.791293,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.209853,0.790147,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.210728,0.789272,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00063857,0.210728,0.788633,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.21133,0.78867,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000634921,0.211429,0.787937,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.214603,0.785397,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.214104,0.785896,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00127146,0.212969,0.78576,0,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000634115,0.213697,0.785035,0.000634115,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000630915,0.215773,0.782965,0.000630915,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000632511,0.214421,0.784314,0.000632511,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.217309,0.781428,0.00126342,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.216182,0.782554,0.00126422,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000632111,0.21555,0.782554,0.00126422,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.214918,0.78445,0.000632111,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000632911,0.214557,0.784177,0.000632911,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.215823,0.783544,0.000632911,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000632511,0.216319,0.781151,0.00189753,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.215959,0.782141,0.00189994,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000634518,0.213198,0.784264,0.00190355,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00126823,0.214965,0.781864,0.00190235,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000635324,0.214104,0.783355,0.00190597,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00190597,0.212834,0.78399,0.00127065,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00127146,0.213605,0.783217,0.00190718,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.215512,0.783217,0.00127146,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000637755,0.213648,0.784439,0.00127551,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.216699,0.782027,0.0012747,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.215335,0.783387,0.00127796,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000636943,0.215287,0.782803,0.00127389,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000639386,0.213555,0.784527,0.00127877,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00128041,0.213188,0.784251,0.00128041,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00128287,0.214881,0.782553,0.00128287,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000641026,0.216667,0.780769,0.00192308,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00192555,0.214377,0.782413,0.0012837,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.00128287,0.214881,0.782553,0.00128287,0,0,0,0,0,blue
0,0,0,0,0,0,0,0,0.213273,0.785438,0.00128866,0,0,0,0,0,blue
0,0,0,0,0,0,0,0.000643501,0.214286,0.783784,0.001287,0,0,0,0,0,blue